artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
der,stress,*,stress,gefuehl,,
das,heimweh,/,homesickness,gefuehl,,
die,freude,-,happiness,gefuehl,,
die,leidenschaft,leidenschaften,passion,gefuehl,,
die,lust,-,lust,gefuehl,,
die,angst,aengsten,fear,gefuehl,,
der,stress,*,stress,gefuehl,,
das,heimweh,/,homesickness,gefuehl,,
die,freude,-,happiness,gefuehl,,
die,leidenschaft,leidenschaften,passion,gefuehl,,
die,lust,-,lust,gefuehl,,
die,angst,aengsten,fear,gefuehl,,
der,stress,*,stress,gefuehl,,
das,heimweh,/,homesickness,gefuehl,,
die,freude,-,happiness,gefuehl,,
die,leidenschaft,leidenschaften,passion,gefuehl,,
die,lust,-,lust,gefuehl,,
die,angst,aengsten,fear,gefuehl,,
der,stress,*,stress,gefuehl,,
das,heimweh,/,homesickness,gefuehl,,
die,freude,-,happiness,gefuehl,,
die,leidenschaft,leidenschaften,passion,gefuehl,,
die,lust,-,lust,gefuehl,,
die,angst,aengsten,fear,gefuehl,,
